x,u,V,T,Lambda,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
0.147959,-0.0102514,0.221316,442.634,-0.076951,1.85307e-10,8.51275e-17,2.99318e-11,0.219957,2.26075e-08,0.00688321,1.45406e-11,2.99671e-08,2.8314e-37,0,4.05233e-39,3.0432e-40,3.60557e-33,3.22405e-30,4.78237e-08,0.00840751,1.5645e-25,3.95504e-26,1.36848e-38,8.88849e-36,6.44413e-31,1.16432e-45,1.83111e-31,0,0,0,0,5.6236e-40,4.51956e-33,6.94574e-29,1.31491e-25,1.35862e-21,8.03737e-17,8.81788e-16,1.6256e-23,3.5714e-05,1.33541e-06,2.0917e-08,1.69285e-14,7.32968e-32,1.72411e-18,9.06943e-27,0,5.71709e-21,2.8714e-17,1.01128e-15,3.59474e-22,0.764715,3.05265e-07,0,0,0,0,0.0195995
0.14898,-0.00998341,0.213302,412.782,-0.076951,1.47512e-10,3.38761e-17,1.51512e-11,0.222591,1.53262e-08,0.00548431,8.70329e-12,2.4406e-08,0,0,1.64753e-39,1.17302e-40,2.03077e-33,2.56607e-30,3.8003e-08,0.00669882,4.9487e-26,2.51849e-26,7.20739e-39,4.56237e-36,5.05067e-31,1.60733e-46,1.45892e-31,0,0,0,0,2.64326e-40,3.52468e-33,5.53412e-29,7.09755e-26,7.9622e-22,6.56553e-17,6.97202e-16,3.58782e-24,2.8454e-05,1.06671e-06,1.66659e-08,1.39753e-14,1.22279e-32,1.37371e-18,8.04501e-27,0,4.55518e-21,2.28783e-17,8.05659e-16,1.53704e-22,0.765196,2.43225e-07,0,0,0,0,0.0156162
0.15102,-0.00967245,0.199091,367.393,-0.076951,9.06433e-11,6.28787e-18,4.78681e-12,0.226568,7.42183e-09,0.00337205,3.53677e-12,1.55061e-08,3.0211e-37,0,2.93659e-40,1.88642e-41,6.74446e-34,1.57659e-30,2.32986e-08,0.00411879,5.51478e-27,1.18392e-26,2.12204e-39,1.17493e-36,3.03664e-31,4.03775e-48,8.96998e-32,0,0,0,0,6.3051e-41,2.12283e-33,3.40268e-29,2.07014e-26,2.73138e-22,4.09113e-17,4.25539e-16,2.22123e-25,1.74938e-05,6.57796e-07,1.02471e-08,8.46634e-15,4.2189e-34,8.44632e-19,5.26873e-27,2.17051e-45,2.80077e-21,1.40668e-17,4.95325e-16,3.32356e-23,0.765923,1.49548e-07,0,0,0,0,0.00960171
0.153061,-0.00963791,0.186965,337.579,-0.076951,5.36513e-11,1.32069e-18,1.75084e-12,0.229158,3.66878e-09,0.00199636,1.55624e-12,9.38599e-09,0,3.99903e-46,4.43964e-41,2.61647e-42,1.92034e-34,9.33123e-31,1.37709e-08,0.00243846,6.61244e-28,5.89808e-27,6.303e-40,2.92719e-37,1.77106e-31,1.65562e-49,5.31044e-32,0,0,0,0,1.56475e-41,1.24368e-33,2.01449e-29,5.80254e-27,9.10769e-23,2.42609e-17,2.51006e-16,1.90295e-26,1.03564e-05,3.90112e-07,6.06662e-09,4.76457e-15,2.18219e-35,5.00049e-19,3.17801e-27,2.08313e-46,1.65815e-21,8.32801e-18,2.9324e-16,8.84091e-24,0.766396,8.8537e-08,0,0,0,0,0.00568451
0.155102,-0.00983921,0.176487,319.465,-0.076951,3.12972e-11,3.17949e-19,7.30677e-13,0.230724,1.8747e-09,0.0011647,7.37823e-13,5.5553e-09,7.11051e-42,0,9.11753e-42,4.28876e-43,6.26697e-35,5.44317e-31,8.02614e-09,0.00142262,8.97889e-29,3.06971e-27,1.91891e-40,7.6434e-38,1.02406e-31,1.26146e-50,3.09815e-32,0,0,0,0,4.17243e-42,7.21297e-34,1.17528e-29,1.63184e-27,3.0141e-23,1.41408e-17,1.46136e-16,2.43133e-27,6.04189e-06,2.2784e-07,3.53933e-09,2.64849e-15,1.9365e-36,2.91734e-19,1.86667e-27,0,9.6738e-22,4.85865e-18,1.71077e-16,2.96617e-24,0.766682,5.16534e-08,0,0,0,0,0.00331641
0.159184,-0.010645,0.158291,302.588,-0.076951,1.05357e-11,2.71538e-20,1.97332e-13,0.232179,5.81848e-10,0.000392092,2.11675e-13,1.88661e-09,0,1.63721e-47,3.11407e-36,9.6974e-43,1.24537e-34,1.83233e-31,2.70063e-09,0.000478921,2.4769e-30,9.75612e-28,2.08553e-41,6.93198e-39,3.45214e-32,3.21414e-52,1.04298e-32,0,0,0,0,3.90242e-43,2.42167e-34,3.95653e-30,1.53528e-28,3.56343e-24,4.75251e-18,4.91497e-17,1.06895e-28,2.03395e-06,7.67448e-08,1.1915e-09,8.57707e-16,5.7382e-38,9.82112e-20,6.2909e-28,3.76794e-47,3.25665e-22,1.63565e-18,5.75922e-17,6.00967e-25,0.766948,1.73889e-08,0,0,0,0,0.00111646
0.163265,-0.0116474,0.141711,296.663,-0.076951,3.26526e-12,2.36401e-21,5.70082e-14,0.232688,1.75791e-10,0.000121521,6.20842e-14,5.86297e-10,1.07838e-39,8.39634e-49,1.22125e-36,2.0225e-43,2.0702e-34,5.67884e-32,8.36887e-10,0.000148432,6.56885e-32,2.9787e-28,1.99997e-42,6.20206e-40,1.07823e-32,1.76836e-53,3.2325e-33,0,0,0,0,3.50626e-44,7.49984e-35,1.22625e-30,1.01829e-29,3.51311e-25,1.47205e-18,1.5229e-17,7.23083e-30,6.3038e-07,2.37894e-08,3.69282e-10,2.61491e-16,3.33633e-39,3.04386e-20,1.94992e-28,1.06101e-48,1.00933e-22,5.06936e-19,1.78495e-17,1.54874e-25,0.767041,5.38935e-09,0,0,0,0,0.000346023
0.167347,-0.0126609,0.125737,294.775,-0.076951,9.50392e-13,1.94251e-22,1.62615e-14,0.23285,5.0801e-11,3.53707e-05,1.77692e-14,1.7078e-10,2.25829e-39,4.78067e-49,9.49267e-37,8.20336e-44,1.96668e-34,1.65291e-32,2.4358e-10,4.32035e-05,1.56195e-33,8.58866e-29,1.70414e-43,5.22971e-41,3.1614e-33,1.25019e-54,9.40871e-34,0,0,0,0,2.90991e-45,2.18251e-35,3.56919e-31,4.25809e-31,3.00724e-26,4.28389e-19,4.43233e-18,5.47002e-31,1.83482e-07,6.92461e-09,1.07486e-10,7.54598e-17,2.4016e-40,8.85965e-21,5.6756e-29,5.65085e-49,2.93783e-23,1.47552e-19,5.19539e-18,4.25048e-26,0.767071,1.56866e-09,0,0,0,0,0.000100716
0.171429,-0.0135977,0.109957,294.215,-0.076951,2.63161e-13,1.47641e-23,4.47864e-15,0.232899,1.40407e-11,9.79457e-06,4.89732e-15,4.73006e-11,0,2.18046e-50,6.55072e-38,0,1.28672e-34,4.57712e-33,6.74497e-11,1.19636e-05,3.28177e-35,2.32789e-29,1.31275e-44,4.11153e-42,8.79392e-34,9.08341e-56,2.60539e-34,0,0,0,0,2.21818e-46,6.04332e-36,9.88353e-32,1.18718e-32,2.31388e-27,1.1862e-19,1.22734e-18,4.05577e-32,5.08085e-08,1.91753e-09,2.97641e-11,2.07682e-17,1.7547e-41,2.45334e-21,1.57164e-29,3.1042e-51,8.13521e-24,4.0859e-20,1.43867e-18,1.15692e-26,0.76708,4.34381e-10,0,0,0,0,2.78894e-05
0.17551,-0.0144236,0.0942323,294.057,-0.076951,6.99764e-14,1.04181e-24,1.1895e-15,0.232912,3.73246e-12,2.60497e-06,1.30089e-15,1.25808e-11,0,0,6.07659e-38,0,6.57732e-35,1.21733e-33,1.79389e-11,3.18185e-06,6.15704e-37,6.10894e-30,9.31095e-46,3.03754e-43,2.34397e-34,6.32863e-57,6.92931e-35,0,0,0,0,1.5665e-47,1.60727e-36,2.62863e-32,8.76042e-34,1.63842e-28,3.15481e-20,3.26424e-19,2.84198e-33,1.35131e-08,5.0999e-10,7.9161e-12,5.49437e-18,1.22206e-42,6.52494e-22,4.17996e-30,1.86087e-51,2.16365e-24,1.08669e-20,3.8263e-19,3.06248e-27,0.767082,1.15528e-10,0,0,0,0,7.4175e-06
0.179592,-0.0151265,0.078523,294.015,-0.076951,1.80016e-14,6.90113e-26,3.06151e-16,0.232916,9.60837e-13,6.70672e-07,3.34824e-16,3.23906e-12,0,1.05699e-52,1.91968e-38,2.47189e-45,2.83683e-35,3.13413e-34,4.61852e-12,8.19193e-07,1.05071e-38,1.59326e-30,6.18201e-47,2.13448e-44,6.04019e-35,4.17789e-58,1.78401e-35,0,0,0,0,1.03791e-48,4.13803e-37,6.76763e-33,6.12514e-36,1.08635e-29,8.12228e-21,8.40404e-20,1.87905e-34,3.47905e-09,1.31301e-10,2.03806e-12,1.40757e-18,8.07852e-44,1.6799e-22,1.07616e-30,7.37335e-53,5.57049e-25,2.79777e-21,9.85111e-20,7.87501e-28,0.767083,2.97437e-11,0,0,0,0,1.9097e-06
0.183673,-0.0157029,0.0628175,294.004,-0.076951,4.50346e-15,4.34615e-27,7.68335e-17,0.232917,2.41139e-13,1.68322e-07,8.40276e-17,8.12925e-13,2.35296e-40,0,2.52536e-39,5.27512e-47,1.08429e-35,7.86587e-35,1.15913e-12,2.05597e-07,1.66573e-40,4.03086e-31,3.89908e-48,1.44309e-45,1.51645e-35,2.62881e-59,4.47741e-36,0,0,0,0,6.53694e-50,1.03854e-37,1.69851e-33,0,6.84332e-31,2.03849e-21,2.1092e-20,1.1828e-35,8.73155e-10,3.29533e-11,5.11503e-13,3.51583e-19,5.09352e-45,4.21613e-23,2.7009e-31,0,1.39805e-25,7.02171e-22,2.47238e-20,1.97583e-28,0.767083,7.46493e-12,0,0,0,0,4.79286e-07
0.187755,-0.0161514,0.0471129,294.001,-0.076951,1.09435e-15,2.63507e-28,1.89205e-17,0.232917,5.93781e-14,4.14479e-08,2.06911e-17,2.00177e-13,0,1.61131e-55,3.52142e-40,3.99192e-47,3.79117e-36,1.93691e-35,2.85427e-13,5.06266e-08,2.51761e-42,9.90924e-32,2.36731e-49,9.48028e-47,3.73455e-36,1.59356e-60,1.10253e-36,0,0,0,0,3.96358e-51,2.55732e-38,4.18243e-34,2.42408e-36,4.14956e-32,5.01961e-22,5.19374e-21,7.17042e-37,2.15007e-10,8.11449e-12,1.25953e-13,8.61751e-20,3.07987e-46,1.03819e-23,6.65074e-32,9.63085e-56,3.4426e-26,1.72904e-22,6.08804e-21,4.86497e-29,0.767083,1.83818e-12,0,0,0,0,1.1802e-07
0.191837,-0.0164719,0.0314086,294,-0.076951,2.51359e-16,1.55664e-29,4.59944e-18,0.232917,1.44334e-14,1.0075e-08,5.02961e-18,4.86582e-14,0,3.78453e-56,2.23191e-40,1.33982e-47,1.23057e-36,4.70817e-36,6.93807e-14,1.23061e-08,3.80301e-44,2.46094e-32,1.4007e-50,6.09039e-48,9.07815e-37,9.41511e-62,2.67998e-37,0,0,0,0,2.34191e-52,6.21625e-39,1.01665e-34,0,2.45183e-33,1.22015e-22,1.26248e-21,4.23573e-38,5.22632e-11,1.97244e-12,3.06163e-14,2.08559e-20,1.82026e-47,2.52359e-24,1.61664e-32,3.57705e-56,8.36814e-27,4.20289e-23,1.47986e-21,1.18254e-29,0.767083,4.46818e-13,0,0,0,0,2.8688e-08
0.195918,-0.0166641,0.0157043,294,-0.076951,4.5976e-17,9.05873e-31,1.11008e-18,0.232917,3.48326e-15,2.43144e-09,1.21383e-18,1.17429e-14,2.90875e-43,4.47129e-58,7.00099e-41,0,3.64729e-37,1.13624e-36,1.67439e-14,2.96989e-09,6.41621e-46,5.88036e-33,8.16807e-52,3.80629e-49,2.19089e-37,5.48346e-63,6.46771e-38,0,0,0,0,1.36398e-53,1.50019e-39,2.45353e-35,8.09032e-38,1.42803e-34,2.94463e-23,3.04678e-22,2.46492e-39,1.26129e-11,4.76017e-13,7.38876e-15,5.01566e-21,1.06152e-48,6.09028e-25,3.90149e-33,6.01495e-58,2.01952e-27,1.0143e-23,3.5714e-22,2.85386e-30,0.767083,1.07832e-13,0,0,0,0,6.92338e-09
0.2,-0.0167282,0,294,-0.076951,0,2.18611e-31,2.67307e-19,0.232917,8.38773e-16,5.85493e-10,2.92292e-19,2.82769e-15,2.07497e-43,1.40233e-59,0,3.67768e-50,8.78271e-38,2.73608e-37,4.03195e-15,7.15151e-10,1.54503e-46,1.416e-33,1.96688e-52,9.16558e-50,5.27567e-38,1.32042e-63,1.55743e-38,0,0,0,0,3.28446e-54,3.61247e-40,5.90811e-36,0,3.43871e-35,7.0907e-24,7.33668e-23,5.93555e-40,3.03719e-12,1.14625e-13,1.77922e-15,1.20778e-21,2.55616e-49,1.46654e-25,9.39483e-34,1.44841e-58,4.86301e-28,2.44244e-24,8.59997e-23,6.87211e-31,0.767083,2.59661e-14,0,0,0,0,1.66716e-09
