x,u,V,T,Lambda,H2,H,O,O2,OH,H2O,HO2,H2O2,C,CH,CH2,CH2(S),CH3,CH4,CO,CO2,HCO,CH2O,CH2OH,CH3O,CH3OH,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2CO,HCCOH,N,NH,NH2,NH3,NNH,NO,NO2,N2O,HNO,CN,HCN,H2CN,HCNN,HCNO,HOCN,HNCO,NCO,N2,AR,C3H7,C3H8,CH2CHO,CH3CHO,Z
0.114286,-0.00674813,0.529125,2129.52,-0.076951,0.00193551,3.34416e-05,1.20097e-05,8.28434e-05,0.000521108,0.127959,2.62619e-08,7.39479e-09,1.13391e-10,9.90205e-11,1.90287e-09,1.07299e-10,4.60729e-08,8.4955e-08,0.0458349,0.106109,1.14768e-08,1.2744e-08,1.58249e-10,5.30451e-12,4.63247e-10,4.05751e-10,4.34239e-07,1.13649e-11,4.54409e-11,1.19554e-14,2.17533e-14,4.60076e-09,1.35132e-08,5.51262e-09,8.6481e-09,6.31583e-09,1.77128e-08,1.80611e-07,1.69171e-09,0.000442453,1.28469e-08,2.5219e-08,2.38128e-08,1.12822e-09,1.30821e-06,1.19616e-12,1.58798e-13,3.80868e-09,5.69093e-09,1.60958e-07,2.43295e-09,0.717061,6.46754e-06,1.28685e-21,3.38005e-21,1.91232e-13,4.40976e-14,0.415248
0.115306,-0.00786618,0.524883,2162.36,-0.076951,0.00139233,3.82961e-05,3.16769e-05,0.000294035,0.000869368,0.12727,8.25414e-08,1.6261e-08,7.42442e-12,6.87914e-12,9.8831e-11,5.87062e-12,1.47566e-09,1.87168e-09,0.0365518,0.114204,9.62102e-09,8.81933e-10,8.25759e-12,2.9925e-13,1.70106e-11,2.04609e-11,1.25239e-08,3.27811e-13,8.33095e-13,3.80473e-17,2.48746e-17,3.19711e-10,6.07315e-10,2.44331e-10,7.61752e-09,3.70259e-09,4.68586e-09,2.94554e-08,1.99598e-09,0.000482191,2.4581e-08,3.19904e-08,2.24901e-08,2.53851e-10,1.79254e-07,1.66128e-13,9.97557e-15,2.65862e-10,1.18943e-09,3.39342e-08,8.48759e-10,0.718859,6.23175e-06,7.33841e-25,1.6005e-24,8.66453e-15,1.18235e-15,0.400109
0.116327,-0.00896057,0.520235,2189.17,-0.076951,0.000937761,3.86115e-05,7.274e-05,0.000968663,0.00134106,0.125821,2.21789e-07,3.13764e-08,1.50018e-13,1.87112e-13,2.21181e-12,1.37231e-13,2.16692e-11,2.07128e-11,0.0272325,0.122423,6.85691e-09,1.59568e-10,1.86033e-13,7.39103e-15,2.91335e-13,4.36513e-13,1.66037e-10,3.96622e-15,7.31782e-15,2.11688e-19,2.02899e-20,9.5321e-12,1.27205e-11,5.24512e-12,6.88316e-09,2.24012e-09,1.40278e-09,5.75775e-09,2.06457e-09,0.000521592,4.7643e-08,5.50877e-08,2.07019e-08,2.92554e-11,1.38741e-08,1.20001e-14,2.51316e-16,1.03258e-11,1.48125e-10,5.24615e-09,1.86218e-10,0.720637,5.9985e-06,2.71721e-28,6.13531e-28,1.65985e-16,1.49723e-17,0.385133
0.117347,-0.0100071,0.51518,2204.67,-0.076951,0.000587976,3.26594e-05,0.000132647,0.00272316,0.00181865,0.123541,4.72644e-07,5.07675e-08,1.06395e-15,2.17541e-15,2.39137e-14,1.51332e-15,1.71544e-13,1.39154e-13,0.0186463,0.129555,3.86526e-09,6.31815e-11,2.44656e-15,9.60049e-17,2.75702e-15,4.52104e-15,1.22828e-12,2.36918e-17,3.72033e-17,8.68976e-22,3.58257e-23,1.37687e-13,1.47201e-13,6.6343e-14,6.10927e-09,1.35418e-09,5.59992e-10,1.67868e-09,1.77891e-09,0.000557395,8.93844e-08,9.78704e-08,1.78682e-08,1.90424e-12,6.96859e-10,4.90893e-16,2.81239e-18,2.92209e-13,1.30061e-11,8.8326e-10,3.76668e-11,0.722399,5.76763e-06,9.30996e-32,2.12763e-31,1.54939e-18,1.05664e-19,0.370311
0.118367,-0.0109757,0.509712,2203.43,-0.076951,0.000345596,2.29617e-05,0.000184808,0.00624035,0.00211767,0.120474,7.90888e-07,6.90954e-08,1.6645e-17,1.64768e-17,1.61258e-16,1.00419e-17,9.63797e-16,7.26217e-16,0.0116811,0.134194,1.71494e-09,2.32706e-11,1.36742e-16,2.59291e-18,2.60503e-17,2.84612e-17,6.5432e-15,9.052e-20,1.40571e-19,2.43909e-24,8.18774e-26,1.17433e-15,1.17382e-15,6.3469e-16,4.95507e-09,7.86726e-10,2.55633e-10,6.38823e-10,1.26139e-09,0.000583145,1.54226e-07,1.56931e-07,1.42235e-08,1.11245e-13,3.43838e-11,1.71999e-17,2.15601e-20,8.48148e-15,1.38249e-12,2.61596e-10,1.26389e-11,0.72415,5.53872e-06,3.12655e-35,7.35014e-35,8.88191e-21,5.2614e-22,0.355614
0.119388,-0.0118446,0.503813,2183.34,-0.076951,0.000194072,1.38997e-05,0.000202784,0.0117751,0.00214628,0.116764,1.08246e-06,8.17661e-08,3.13602e-18,6.95244e-19,2.08416e-18,1.24701e-19,1.1325e-17,6.15358e-18,0.00678608,0.13562,6.30895e-10,7.62608e-12,2.64915e-17,4.14171e-19,1.77912e-18,1.39533e-19,3.18727e-17,2.90455e-22,4.91031e-22,5.87101e-27,1.8771e-28,7.32024e-18,7.92264e-18,5.80968e-18,3.43853e-09,4.2697e-10,1.18527e-10,2.76437e-10,7.61447e-10,0.000593676,2.38458e-07,2.17833e-07,1.0538e-08,1.35923e-14,3.61777e-12,1.16624e-18,9.79888e-22,3.52411e-16,3.3779e-13,1.10954e-10,5.71821e-12,0.725897,5.31124e-06,1.00187e-38,2.7524e-38,4.01035e-23,2.27193e-24,0.341008
0.120408,-0.0126103,0.497468,2146.78,-0.076951,0.000106414,7.61854e-06,0.000186088,0.0190017,0.00195445,0.112599,1.27178e-06,8.69345e-08,5.5781e-19,9.02843e-20,1.65968e-19,9.79223e-21,9.28809e-19,3.7763e-19,0.00374604,0.134159,2.06427e-10,2.32221e-12,4.99086e-18,7.57304e-20,3.07206e-19,6.65965e-22,1.72033e-19,9.85017e-25,1.86807e-24,1.47594e-29,4.81029e-31,4.21916e-20,5.53297e-20,6.20305e-20,2.0084e-09,2.13154e-10,5.37118e-11,1.26967e-10,4.1188e-10,0.000589115,3.32569e-07,2.64094e-07,7.44311e-09,2.90581e-15,7.88864e-13,1.55808e-19,1.44763e-22,2.84604e-17,1.30165e-13,5.13962e-11,2.6035e-12,0.727643,5.08478e-06,5.49824e-42,1.18484e-41,1.81984e-25,9.93282e-27,0.326468
0.121429,-0.013282,0.490664,2098.31,-0.076951,5.77456e-05,3.92927e-06,0.000150906,0.0273442,0.0016489,0.108141,1.33431e-06,8.51929e-08,7.85719e-20,1.05424e-20,1.7062e-20,9.88977e-22,1.08146e-19,4.48739e-20,0.00200543,0.130679,6.3223e-11,6.78749e-13,8.90954e-19,1.30845e-20,5.50927e-20,3.74337e-24,1.20466e-21,4.23778e-27,8.77634e-27,4.50713e-32,1.54604e-33,4.68448e-22,6.52703e-22,9.13346e-22,1.00756e-09,9.80325e-11,2.34935e-11,5.95427e-11,2.07863e-10,0.000573622,4.29448e-07,2.88812e-07,5.12524e-09,6.56669e-16,2.07178e-13,2.45519e-20,2.00729e-23,4.8476e-18,5.34201e-14,2.41236e-11,1.13016e-12,0.729389,4.85913e-06,5.73786e-43,1.57396e-44,1.36128e-27,5.26497e-29,0.31198
0.122449,-0.013871,0.483395,2041.97,-0.076951,3.10637e-05,1.94035e-06,0.000112072,0.0363106,0.00131551,0.103503,1.28565e-06,7.84214e-08,9.12529e-21,1.07092e-21,1.60936e-21,9.14584e-23,1.22189e-20,5.48549e-21,0.00105045,0.125986,1.8487e-11,1.92204e-13,1.52903e-19,2.15957e-21,9.79928e-21,2.96926e-26,1.28203e-23,2.73093e-29,5.7545e-29,1.89585e-34,1.17938e-35,2.42833e-23,2.79889e-23,2.14431e-23,4.45213e-10,4.18305e-11,9.86376e-12,2.78858e-11,9.9757e-11,0.000551835,5.28075e-07,2.94348e-07,3.48091e-09,1.41566e-16,5.5988e-14,3.93619e-21,2.50881e-24,1.31789e-18,2.16633e-14,1.12724e-11,4.67337e-13,0.731131,4.63426e-06,6.84516e-44,1.76858e-45,3.59308e-29,5.54555e-31,0.297542
0.123469,-0.0143857,0.475662,1980.5,-0.076951,1.64719e-05,9.19586e-07,7.76513e-05,0.0455841,0.00100325,0.0987571,1.1586e-06,6.87263e-08,8.88831e-22,9.4904e-23,1.37834e-22,7.65147e-24,1.30318e-21,6.53896e-22,0.000538423,0.120621,5.15267e-12,5.23855e-14,2.49229e-20,3.37209e-22,1.69551e-21,4.02539e-28,2.48209e-25,3.14988e-31,6.21768e-31,1.16038e-36,1.97734e-36,2.00612e-24,2.3358e-24,9.01488e-25,1.76202e-10,1.66126e-11,3.95466e-12,1.28666e-11,4.56771e-11,0.000527021,6.31524e-07,2.86082e-07,2.3374e-09,2.87302e-17,1.52137e-14,6.26008e-22,2.8213e-25,4.66681e-19,8.67088e-15,5.20167e-12,1.84023e-13,0.732868,4.41025e-06,7.79519e-45,2.17546e-46,1.87964e-30,1.69693e-32,0.28316
0.12449,-0.0148309,0.467472,1915.55,-0.076951,8.54647e-06,4.1679e-07,5.06409e-05,0.0549816,0.000735033,0.0939472,9.87717e-07,5.78905e-08,7.25626e-23,7.26122e-24,1.07798e-23,5.7746e-25,1.29638e-22,7.49381e-23,0.000269352,0.114903,1.35707e-12,1.35891e-14,3.78197e-21,4.89789e-23,2.793e-22,1.08559e-29,1.01353e-26,7.49903e-33,1.38143e-32,7.60221e-38,3.80398e-37,1.71976e-25,2.24215e-25,7.26715e-26,6.30518e-11,6.13428e-12,1.50601e-12,5.79551e-12,1.98917e-11,0.000500989,7.44414e-07,2.69052e-07,1.5487e-09,5.4595e-18,4.18405e-15,9.88827e-23,2.81981e-26,2.10293e-19,3.50201e-15,2.36045e-12,6.88914e-14,0.734597,4.18729e-06,6.38538e-46,1.99255e-47,1.13262e-31,8.50373e-34,0.268845
0.12551,-0.0152089,0.458835,1848.14,-0.076951,4.31039e-06,1.79807e-07,3.12153e-05,0.0643993,0.000518416,0.0891035,8.02064e-07,4.72095e-08,4.92174e-24,4.73049e-25,8.06409e-25,4.01e-26,1.21149e-23,8.32545e-24,0.000131203,0.109015,3.34661e-13,3.3189e-15,5.24012e-22,6.51438e-24,4.30259e-23,5.91761e-31,8.87074e-28,3.70591e-34,7.15285e-34,8.36569e-39,7.15921e-38,1.66636e-26,2.53578e-26,1.12574e-26,2.05184e-11,2.09997e-12,5.42646e-13,2.53452e-12,8.19956e-12,0.000474594,8.71798e-07,2.47496e-07,1.00867e-09,9.7158e-19,1.19419e-15,1.5832e-23,2.46939e-27,1.21348e-19,1.49495e-15,1.05442e-12,2.45549e-14,0.736317,3.96562e-06,6.4662e-47,2.31674e-48,7.95201e-33,5.35201e-35,0.254612
0.126531,-0.0155211,0.449767,1778.92,-0.076951,2.0911e-06,7.3077e-08,1.81636e-05,0.073777,0.000351636,0.0842494,6.22074e-07,3.74419e-08,2.69507e-25,2.53168e-26,6.75424e-26,2.79118e-27,1.10294e-24,9.02758e-25,6.13751e-05,0.103062,7.53431e-14,7.42515e-16,6.37695e-23,7.65104e-25,5.95067e-24,4.91836e-32,1.25911e-28,2.82197e-35,6.37224e-35,1.00298e-39,1.41149e-38,2.08599e-27,3.74095e-27,2.69691e-27,6.07977e-12,6.61198e-13,1.82894e-13,1.06337e-12,3.16546e-12,0.000448204,1.01886e-06,2.25586e-07,6.40691e-10,1.56534e-19,3.4173e-16,2.45955e-24,1.82894e-28,8.5124e-20,6.95737e-16,4.5615e-13,8.20056e-15,0.738024,3.7455e-06,7.22256e-48,3.0712e-49,7.13422e-34,4.16136e-36,0.24048
0.128571,-0.0159471,0.43039,1636.41,-0.076951,4.98381e-07,1.21325e-08,5.89355e-06,0.0923794,0.000152861,0.0745244,3.45988e-07,2.42483e-08,6.08765e-28,7.20034e-29,2.30051e-27,5.51699e-29,3.63866e-26,4.79108e-26,1.54929e-05,0.0911087,4.27479e-15,4.0468e-17,9.80432e-25,1.23527e-26,1.51826e-25,2.92165e-33,2.50385e-29,1.59899e-36,6.33233e-36,1.81038e-39,6.08992e-38,8.39563e-29,2.68248e-28,1.25837e-27,4.66587e-13,6.34383e-14,2.30825e-14,2.14109e-13,4.64355e-13,0.000395639,1.40605e-06,1.99174e-07,2.58384e-10,7.11308e-21,7.96855e-17,1.86135e-25,1.04269e-30,6.50912e-20,3.72733e-16,1.2503e-13,1.26545e-15,0.741412,3.30888e-06,8.87641e-48,5.66352e-49,2.18828e-35,1.30059e-37,0.212447
0.129592,-0.0160632,0.420156,1563.99,-0.076951,2.30721e-07,4.61942e-09,3.16401e-06,0.101463,9.60406e-05,0.0697446,2.47064e-07,1.98365e-08,2.18103e-29,3.40179e-30,5.57138e-28,1.10105e-29,9.49938e-27,1.35268e-26,7.51559e-06,0.0852431,9.06106e-16,8.09255e-18,9.66165e-26,1.31399e-27,2.01634e-26,8.28535e-34,1.42972e-29,4.4479e-37,2.54338e-36,2.057e-39,1.02453e-37,1.67771e-29,6.79779e-29,1.15103e-27,1.17626e-13,1.77615e-14,7.84739e-15,9.37778e-14,1.64254e-13,0.000369892,1.6672e-06,1.89967e-07,1.5688e-10,1.57431e-21,4.3306e-17,5.66429e-26,6.65027e-32,5.9284e-20,3.13756e-16,6.69643e-14,4.9259e-16,0.743068,3.09546e-06,8.62863e-48,7.00836e-49,3.66936e-36,1.93853e-38,0.198744
0.130612,-0.0161144,0.409576,1491.03,-0.076951,1.08428e-07,1.79366e-09,1.70617e-06,0.11041,5.95953e-05,0.0650208,1.77751e-07,1.71988e-08,8.08031e-31,2.05723e-31,1.41499e-28,2.37184e-30,2.978e-27,4.99915e-27,3.87223e-06,0.0794539,2.0226e-16,1.67784e-18,9.76047e-27,1.53719e-28,3.78943e-27,2.35062e-34,8.58079e-30,1.2881e-37,5.05629e-37,1.70584e-39,1.20972e-37,3.39833e-30,1.89329e-29,1.00755e-27,2.92309e-14,4.96923e-15,3.01157e-15,4.60534e-14,5.86975e-14,0.000344444,2.02431e-06,1.82212e-07,9.58745e-11,4.14908e-22,2.7886e-17,2.16667e-26,4.78786e-33,5.46008e-20,2.7982e-16,3.93189e-14,2.09731e-16,0.7447,2.88505e-06,8.57139e-48,8.7021e-49,7.55848e-37,4.52813e-39,0.185235
0.131633,-0.0161011,0.398681,1417.76,-0.076951,5.2016e-08,7.17786e-10,9.33276e-07,0.119206,3.66522e-05,0.0603672,1.3251e-07,1.61114e-08,3.93265e-32,1.66822e-32,3.63172e-29,5.12789e-31,9.6332e-28,1.97602e-27,2.14749e-06,0.073757,4.86931e-17,3.61405e-19,1.02943e-27,2.02116e-29,1.04957e-27,7.07103e-35,5.73955e-30,3.87064e-38,0,1.51517e-39,1.48465e-37,6.89264e-31,5.7416e-30,9.40054e-28,7.21783e-15,1.40811e-15,1.34871e-15,2.59527e-14,2.13906e-14,0.0003193,2.54889e-06,1.73988e-07,6.02369e-11,1.26966e-22,2.04454e-17,1.0166e-26,4.12595e-34,5.04089e-20,2.55132e-16,2.51174e-14,9.69805e-17,0.746306,2.67811e-06,8.31444e-48,8.19517e-49,1.90642e-37,1.6339e-39,0.171948
0.132653,-0.0160242,0.387503,1344.41,-0.076951,2.56348e-08,2.97611e-10,5.21289e-07,0.12783,2.2384e-05,0.0557976,1.03139e-07,1.65166e-08,2.96162e-33,1.59572e-33,9.32898e-30,1.09301e-31,3.12538e-28,8.03955e-28,1.29367e-06,0.0681671,1.27924e-17,8.15075e-20,1.14556e-28,3.05757e-30,3.91634e-28,2.13503e-35,4.05899e-30,3.03022e-39,0,7.57421e-40,9.64304e-38,1.38961e-31,2.00083e-30,8.91959e-28,1.77042e-15,4.1065e-16,7.09633e-16,1.67958e-14,7.97948e-15,0.000294497,3.27595e-06,1.64363e-07,3.93098e-11,4.30197e-23,1.64145e-17,5.68916e-27,4.14812e-35,4.64677e-20,2.34062e-16,1.72608e-14,4.79604e-17,0.74788,2.47511e-06,4.71994e-48,0,4.95366e-38,0,0.158914
0.133673,-0.015885,0.37608,1271.21,-0.076951,1.30658e-08,1.28013e-10,2.99058e-07,0.136264,1.35993e-05,0.051325,8.05632e-08,1.87688e-08,0,1.16615e-33,2.37949e-30,2.27265e-32,1.01035e-28,3.39475e-28,8.47848e-07,0.0626989,3.63193e-18,1.91051e-20,1.29159e-29,5.34563e-31,1.69411e-28,6.35474e-36,2.98724e-30,2.4722e-40,0,0,0,2.74837e-32,8.58776e-31,8.52083e-28,4.28908e-16,1.24209e-16,4.28757e-16,1.21688e-14,3.04529e-15,0.000270151,4.11585e-06,1.53385e-07,2.58779e-11,1.53649e-23,1.39521e-17,3.70074e-27,0,4.2686e-20,2.14619e-16,1.26175e-14,2.48866e-17,0.749421,2.27654e-06,0,0,4.71265e-39,0,0.146165
0.134694,-0.0156853,0.364452,1198.39,-0.076951,6.94917e-09,5.68536e-11,1.76811e-07,0.144484,8.23047e-06,0.0469626,5.96147e-08,2.40074e-08,9.80848e-35,7.37721e-34,5.94705e-31,4.54417e-33,3.25187e-29,1.52897e-28,6.00519e-07,0.0573673,1.09951e-18,4.62399e-21,1.4002e-30,1.08074e-31,7.79146e-29,1.81859e-36,2.23785e-30,0,0,0,0,5.22252e-33,4.58161e-31,8.1618e-28,1.01545e-16,3.87292e-17,2.87922e-16,9.53342e-15,1.18089e-15,0.000246452,4.87886e-06,1.41543e-07,1.63475e-11,5.55818e-24,1.22416e-17,2.73625e-27,0,3.90317e-20,1.96107e-16,9.71397e-15,1.32536e-17,0.750923,2.08294e-06,0,0,0,0,0.133735
0.135714,-0.0154278,0.352664,1126.23,-0.076951,3.90853e-09,2.55844e-11,1.07257e-07,0.152469,4.95778e-06,0.042724,4.04338e-08,3.48838e-08,0,1.22489e-36,1.41638e-31,8.51211e-34,1.04802e-29,7.61512e-29,4.53837e-07,0.0521881,3.53519e-19,1.16449e-21,1.39589e-31,2.52904e-32,3.69885e-29,4.83967e-37,1.6592e-30,0,0,0,0,9.29369e-34,2.73801e-31,7.82593e-28,2.3071e-17,1.23233e-17,2.08909e-16,7.839e-15,4.55466e-16,0.000223574,5.39889e-06,1.2935e-07,9.61468e-12,1.97544e-24,1.09025e-17,2.23862e-27,4.6107e-38,3.54968e-20,1.78301e-16,7.80506e-15,7.05328e-18,0.752382,1.89489e-06,0,0,0,0,0.121661
0.136735,-0.0151157,0.340766,1055.01,-0.076951,2.36881e-09,1.12323e-11,6.57465e-08,0.160193,2.96356e-06,0.038623,2.49184e-08,5.44844e-08,1.46934e-35,9.17244e-38,3.06498e-32,1.44015e-34,3.47921e-30,4.31573e-29,3.60299e-07,0.0471778,1.18525e-19,3.08653e-22,1.13654e-32,6.81629e-33,1.83076e-29,1.14426e-37,1.17232e-30,0,0,0,0,1.50146e-34,1.37753e-31,3.89877e-28,4.90225e-18,3.96875e-18,1.6054e-16,6.6241e-15,1.67731e-16,0.000201634,5.60943e-06,1.17191e-07,5.22644e-12,6.73836e-25,9.75498e-18,1.95065e-27,4.07556e-39,3.20842e-20,1.61146e-16,6.48393e-15,3.6426e-18,0.753793,1.71296e-06,0,0,0,0,0.109981
0.137755,-0.0147536,0.328814,985.054,-0.076951,1.57171e-09,4.6017e-12,3.98217e-08,0.16763,1.75694e-06,0.0346741,1.39494e-08,7.68641e-08,2.52258e-33,5.99197e-39,5.70585e-33,2.17592e-35,1.27901e-30,2.78973e-29,2.95872e-07,0.0423537,3.95291e-20,8.70964e-23,0,2.15452e-33,9.85286e-30,2.99621e-38,9.89769e-31,0,0,0,0,2.27176e-35,8.95161e-32,3.49941e-28,9.49214e-19,1.28321e-18,1.29449e-16,5.67242e-15,5.6213e-17,0.000180691,5.53514e-06,1.05311e-07,2.63055e-12,2.17244e-25,8.71598e-18,1.74036e-27,3.20494e-40,2.88016e-20,1.44656e-16,5.51345e-15,1.78464e-18,0.755152,1.53781e-06,0,0,0,0,0.0987348
0.138776,-0.014347,0.316865,916.716,-0.076951,1.13932e-09,1.71308e-12,2.32789e-08,0.17475,1.04207e-06,0.0308927,7.17055e-09,8.92996e-08,4.25464e-33,8.35256e-40,8.8227e-34,3.266e-36,5.6141e-31,2.00657e-29,2.48e-07,0.0377345,1.25173e-20,2.66982e-23,1.51196e-34,8.52505e-34,5.99738e-30,7.42711e-39,8.51074e-31,0,0,0,0,3.60724e-36,6.03411e-32,3.11752e-28,1.64855e-19,4.17632e-19,1.10074e-16,4.87683e-15,1.66276e-17,0.000160777,5.24986e-06,9.38617e-08,1.24295e-12,6.5994e-26,7.74915e-18,1.5615e-27,2.22828e-41,2.56598e-20,1.28876e-16,4.75183e-15,8.26364e-19,0.756453,1.37009e-06,0,0,0,0,0.0879666
0.139796,-0.0139026,0.304986,850.369,-0.076951,8.84109e-10,5.7766e-13,1.27926e-08,0.181517,6.28e-07,0.0272991,3.46751e-09,9.00972e-08,0,4.83321e-41,1.13197e-34,6.46071e-37,2.90286e-31,1.55227e-29,2.10083e-07,0.0333448,3.67735e-21,9.09779e-24,1.89763e-35,4.40431e-34,4.11722e-30,1.74213e-39,7.38161e-31,0,0,0,0,7.65866e-37,4.17218e-32,2.75477e-28,2.56491e-20,1.40977e-19,1.00186e-16,4.18383e-15,4.30823e-18,0.000141946,4.83465e-06,8.29538e-08,5.66717e-13,1.89845e-26,6.84169e-18,1.41984e-27,2.43128e-42,2.26745e-20,1.13882e-16,4.11745e-15,3.66888e-19,0.75769,1.2107e-06,0,0,0,0,0.0777333
0.140816,-0.0134283,0.293246,786.412,-0.076951,7.16036e-10,1.79752e-13,6.48611e-09,0.187898,3.89273e-07,0.0239102,1.62444e-09,8.44072e-08,1.96239e-35,0,1.29294e-35,1.93386e-37,1.63554e-31,1.25422e-29,1.78591e-07,0.0292054,1.0072e-21,3.47847e-24,3.42738e-36,2.79863e-34,3.07565e-30,3.85915e-40,6.40749e-31,0,0,0,0,2.31574e-37,2.95785e-32,2.41277e-28,3.63546e-21,5.29753e-20,9.867e-17,3.56618e-15,9.91524e-19,0.000124247,4.35344e-06,7.26589e-08,2.58432e-13,5.18275e-27,5.99028e-18,1.34846e-27,2.98529e-43,1.98596e-20,9.97447e-17,3.5654e-15,1.59172e-19,0.758856,1.06041e-06,0,0,0,0,0.0680834
0.141837,-0.0129336,0.281718,725.272,-0.076951,5.93058e-10,5.37813e-14,3.05761e-09,0.193867,2.48868e-07,0.0207401,7.57566e-10,7.62594e-08,3.31618e-36,4.08933e-41,1.70685e-36,7.20569e-38,9.47277e-32,1.03671e-29,1.51614e-07,0.0253331,2.65721e-22,1.48154e-24,1.00255e-36,1.93738e-34,2.41055e-30,8.00346e-41,5.53547e-31,0,0,0,0,8.36674e-38,2.15345e-32,2.09286e-28,4.76474e-22,2.42604e-20,1.04008e-16,3.01067e-15,2.10235e-19,0.000107726,3.84918e-06,6.30258e-08,1.23368e-13,1.33369e-27,5.19536e-18,1.40941e-27,3.56092e-42,1.72265e-20,8.65196e-17,3.07242e-15,6.8283e-20,0.759947,9.19809e-07,0,0,0,0,0.0590563
0.142857,-0.0124296,0.270481,667.402,-0.076951,4.95492e-10,1.62466e-14,1.38105e-09,0.199402,1.63182e-07,0.0178004,3.5838e-10,6.75441e-08,0,0,3.82034e-37,2.85401e-38,5.4894e-32,8.64787e-30,1.28091e-07,0.0217423,7.04937e-23,6.92481e-25,4.10862e-37,1.32259e-34,1.93418e-30,1.53361e-41,4.7424e-31,0,0,0,0,3.26452e-38,1.60774e-32,1.79621e-28,5.72021e-23,1.37671e-20,1.12487e-16,2.51324e-15,4.29507e-20,9.24268e-05,3.34893e-06,5.40926e-08,6.49917e-14,3.19187e-28,4.45875e-18,1.72284e-27,0,1.47847e-20,7.42562e-17,2.62706e-15,2.90388e-20,0.760958,7.89434e-07,0,0,0,0,0.0506856
0.143878,-0.0119288,0.259614,613.27,-0.076951,4.13932e-10,5.13138e-15,6.17407e-10,0.204483,1.08804e-07,0.0151018,1.73954e-10,5.89907e-08,3.01038e-37,8.24857e-42,1.34897e-37,1.16043e-38,3.20475e-32,7.21597e-30,1.07414e-07,0.0184462,1.938e-23,3.49836e-25,1.95156e-37,8.54287e-35,1.56629e-30,2.68531e-42,4.02026e-31,0,0,0,0,1.35e-38,1.22526e-32,1.5239e-28,6.61844e-24,8.83043e-21,1.18361e-16,2.07503e-15,8.73195e-21,7.83962e-05,2.86974e-06,4.58921e-08,3.95638e-14,7.01299e-29,3.78274e-18,2.61163e-27,1.18797e-43,1.25434e-20,6.29988e-17,2.22408e-15,1.22205e-20,0.761887,6.69755e-07,0,0,0,0,0.0430016
0.144898,-0.0114456,0.249195,563.343,-0.076951,3.43821e-10,1.71473e-15,2.7913e-10,0.209091,7.32079e-08,0.0126542,8.74336e-11,5.08624e-08,5.68752e-37,2.11534e-42,5.587e-38,4.79393e-39,1.89191e-32,5.98885e-30,8.92301e-08,0.0154565,5.56261e-24,1.8859e-25,9.80706e-38,5.21154e-35,1.26862e-30,4.28324e-43,3.36743e-31,0,0,0,0,5.86267e-39,9.47423e-33,1.27691e-28,1.1159e-24,5.78904e-21,1.17281e-16,1.69687e-15,1.78759e-21,6.56783e-05,2.42265e-06,3.84541e-08,2.82673e-14,1.40581e-29,3.16964e-18,4.75748e-27,7.39119e-43,1.05104e-20,5.27883e-17,1.86141e-15,5.08401e-21,0.762729,5.61204e-07,0,0,0,0,0.0360321
0.145918,-0.010995,0.239299,518.048,-0.076951,2.82967e-10,6.03863e-16,1.28938e-10,0.213212,4.94428e-08,0.0104657,4.58874e-11,4.3267e-08,0,3.0381e-43,2.37924e-38,1.96969e-39,1.11367e-32,4.92614e-30,7.33249e-08,0.0127834,1.65404e-24,1.07355e-25,5.04083e-38,3.02306e-35,1.02161e-30,6.27823e-44,2.78455e-31,0,0,0,0,2.63533e-39,7.38818e-33,1.05608e-28,4.30694e-25,3.69568e-21,1.08838e-16,1.37583e-15,3.68562e-22,5.43121e-05,2.01503e-06,3.18037e-08,2.29616e-14,2.58317e-30,2.62146e-18,7.64545e-27,8.07524e-44,8.69266e-21,4.36588e-17,1.53848e-15,2.09647e-21,0.763482,4.64146e-07,0,0,0,0,0.0298005
0.146939,-0.0105923,0.22999,477.738,-0.076951,2.30316e-10,2.2232e-16,6.11659e-11,0.216834,3.34242e-08,0.0085418,2.52529e-11,3.62775e-08,0,0,9.90103e-39,7.82667e-40,6.38172e-33,4.00808e-30,5.95595e-08,0.0104334,5.0405e-25,6.39575e-26,2.61762e-38,1.67407e-35,8.15294e-31,8.65286e-45,2.27246e-31,0,0,0,0,1.20964e-39,5.78018e-33,8.61939e-29,2.36038e-25,2.27476e-21,9.55212e-17,1.10619e-15,7.66554e-23,4.43233e-05,1.65173e-06,2.59572e-08,1.97839e-14,4.4309e-31,2.13955e-18,9.19324e-27,1.76091e-43,7.09469e-21,3.5633e-17,1.25521e-15,8.63363e-22,0.764144,3.78822e-07,0,0,0,0,0.0243223
